KC and the Sunshine Band - Please Don't Go
Michael Jackson - Rock with You
Captain & Tennille - Do That to Me One More Time
Queen - Crazy Little Thing Called Love
Pink Floyd - Another Brick in the Wall (Part 2)
Blondie - Call Me (1980)
Lipps, Inc. - Funkytown
Paul McCartney - Coming Up (Live at Glasgow)
Billy Joel - It's Still Rock and Roll to Me
Olivia Newton-John - Magic
Christopher Cross - Sailing
Diana Ross - Upside Down
Queen - Another One Bites the Dust
Barbra Streisand - Woman in Love
Kenny Rogers - Lady
John Lennon - (Just Like) Starting Over
Blondie - The Tide Is High
Kool & the Gang - Celebration
Dolly Parton - 9 to 5
Eddie Rabbitt - I Love a Rainy Night
REO Speedwagon - Keep On Loving You
Blondie - Rapture
Daryl Hall and John Oates - Kiss on My List
Sheena Easton - Morning Train (Nine to Five)
Kim Carnes - Bette Davis Eyes (1981)
Stars on 45 - Medley: Intro Venus / Sugar Sugar / No Reply / I'll Be Back / Drive My Car / Do You Want to Know a Secret / We Can Work It Out / I Should Have Known Better / Nowhere Man / You're Going to Lose That Girl / Stars on 45
Air Supply - The One That You Love
Rick Springfield - Jessie's Girl
Diana Ross and Lionel Richie - Endless Love
Christopher Cross - Arthur's Theme (Best That You Can Do)
Daryl Hall and John Oates - Private Eyes
Olivia Newton-John - Physical (1982)
Daryl Hall and John Oates - I Can't Go for That (No Can Do)
The J. Geils Band - Centerfold
Joan Jett and the Blackhearts - I Love Rock 'n' Roll
Vangelis - Chariots of Fire
Paul McCartney with Stevie Wonder - Ebony and Ivory
The Human League - Don't You Want Me
Survivor - Eye of the Tiger
Steve Miller Band - Abracadabra
Chicago - Hard to Say I'm Sorry
John Mellencamp - Jack and Diane
Men at Work - Who Can It Be Now
Joe Cocker and Jennifer Warnes - Up Where We Belong
Lionel Richie - Truly
Toni Basil - Mickey
Daryl Hall and John Oates - Maneater
Men at Work - Down Under
Toto - Africa
Patti Austin and James Ingram - Baby, Come to Me
Michael Jackson - Billie Jean
Dexys Midnight Runners - Come On Eileen
Michael Jackson - Beat It
David Bowie - Let's Dance
Irene Cara - Flashdance... What a Feeling
The Police - Every Breath You Take (1983)
Eurythmics - Sweet Dreams (Are Made of This)
Michael Sembello - Maniac
Billy Joel - Tell Her About It
Bonnie Tyler - Total Eclipse of the Heart
Kenny Rogers with Dolly Parton - Islands in the Stream
Lionel Richie - All Night Long (All Night)
Paul McCartney and Michael Jackson - Say, Say, Say
Yes - Owner of a Lonely Heart
Culture Club - Karma Chameleon
Van Halen - Jump
Kenny Loggins - Footloose
Phil Collins - Against All Odds (Take a Look at Me Now)
Lionel Richie - Hello
Deniece Williams - Let's Hear It for the Boy
Cyndi Lauper - Time After Time
Duran Duran - The Reflex
Prince - When Doves Cry (1984)
Ray Parker, Jr. - Ghostbusters
Tina Turner - What's Love Got to Do with It
John Waite - Missing You
Prince and The Revolution - Let's Go Crazy
Stevie Wonder - I Just Called to Say I Love You
Billy Ocean - Caribbean Queen (No More Love on the Run)
Wham! - Wake Me Up Before You Go-Go
Daryl Hall and John Oates - Out of Touch
Madonna - Like a Virgin
Foreigner - I Want to Know What Love Is
Wham! featuring George Michael - Careless Whisper (1985)
REO Speedwagon - Can't Fight This Feeling
Phil Collins - One More Night
USA for Africa - We Are the World
Madonna - Crazy for You
Simple Minds - Don't You (Forget About Me)
Wham! - Everything She Wants
Tears for Fears - Everybody Wants to Rule the World
Bryan Adams - Heaven
Phil Collins - Sussudio
Duran Duran - A View to a Kill
Paul Young - Everytime You Go Away
Tears for Fears - Shout
Huey Lewis and the News - The Power of Love
John Parr - St. Elmo's Fire (Man in Motion)
Dire Straits - Money for Nothing
Ready for the World - Oh Sheila
a-ha - Take On Me
Whitney Houston - Saving All My Love for You
Stevie Wonder - Part-Time Lover
Jan Hammer - Miami Vice Theme
Starship - We Built This City
Phil Collins and Marilyn Martin - Separate Lives
Mr. Mister - Broken Wings
Lionel Richie - Say You, Say Me
Dionne Warwick - That's What Friends Are For (1986)
Whitney Houston - How Will I Know
Mr. Mister - Kyrie
Starship - Sara
Heart - These Dreams
Falco - Rock Me Amadeus
Prince and the Revolution - Kiss
Robert Palmer - Addicted to Love
Pet Shop Boys - West End Girls
Whitney Houston - Greatest Love of All
Madonna - Live to Tell
Patti LaBelle and Michael McDonald - On My Own
Billy Ocean - There'll Be Sad Songs (To Make You Cry)
Simply Red - Holding Back the Years
Genesis - Invisible Touch
Peter Gabriel - Sledgehammer
Peter Cetera - Glory of Love
Madonna - Papa Don't Preach
Steve Winwood - Higher Love
Bananarama - Venus
Berlin - Take My Breath Away
Huey Lewis and the News - Stuck with You
Janet Jackson - When I Think of You
Cyndi Lauper - True Colors
Boston - Amanda
Human League - Human
Bon Jovi - You Give Love a Bad Name
Peter Cetera and Amy Grant - The Next Time I Fall
Bruce Hornsby & the Range - The Way It Is
The Bangles - Walk Like an Egyptian (1987)
Gregory Abbott - Shake You Down
Billy Vera and the Beaters - At This Moment
Madonna - Open Your Heart
Bon Jovi - Livin' on a Prayer
Huey Lewis and the News - Jacob's Ladder
Club Nouveau - Lean on Me
Starship - Nothing's Gonna Stop Us Now
Aretha Franklin and George Michael - I Knew You Were Waiting (for Me)
Cutting Crew - (I Just) Died in Your Arms
U2 - With or Without You
Kim Wilde - You Keep Me Hangin' On
Atlantic Starr - Always
Lisa Lisa and Cult Jam - Head to Toe
Whitney Houston - I Wanna Dance with Somebody (Who Loves Me)
Heart - Alone
Bob Seger - Shakedown
U2 - I Still Haven't Found What I'm Looking For
Madonna - Who's That Girl
Los Lobos - La Bamba
Michael Jackson with Siedah Garrett - I Just Can't Stop Loving You
Whitney Houston - Didn't We Almost Have It All
Whitesnake - Here I Go Again
Lisa Lisa and Cult Jam - Lost in Emotion
Michael Jackson - Bad
Tiffany - I Think We're Alone Now
Billy Idol - Mony Mony
Bill Medley and Jennifer Warnes - (I've Had) The Time of My Life
Belinda Carlisle - Heaven Is a Place on Earth
George Michael - Faith (1988)
Whitney Houston - So Emotional
George Harrison - Got My Mind Set on You
Michael Jackson - The Way You Make Me Feel
INXS - Need You Tonight
Tiffany - Could've Been
Exposé - Seasons Change
George Michael - Father Figure
Rick Astley - Never Gonna Give You Up
Michael Jackson - Man in the Mirror
Billy Ocean - Get Outta My Dreams, Get into My Car
Whitney Houston - Where Do Broken Hearts Go
Terence Trent D'Arby - Wishing Well
Gloria Estefan and Miami Sound Machine - Anything for You
George Michael - One More Try
Rick Astley - Together Forever
Debbie Gibson - Foolish Beat
Michael Jackson - Dirty Diana
Cheap Trick - The Flame
Richard Marx - Hold On to the Nights
Steve Winwood - Roll with It
George Michael - Monkey
Guns N' Roses - Sweet Child o' Mine
Bobby McFerrin - Don't Worry, Be Happy
Def Leppard - Love Bites
UB40 - Red Red Wine
Phil Collins - A Groovy Kind of Love
The Beach Boys - Kokomo
The Escape Club - Wild, Wild West
Bon Jovi - Bad Medicine
Will to Power - Baby, I Love Your Way / Freebird Medley (Free Baby)
Chicago - Look Away (1989)
Poison - Every Rose Has Its Thorn
Bobby Brown - My Prerogative
Phil Collins - Two Hearts
Sheriff - When I'm with You
Paula Abdul - Straight Up
Debbie Gibson - Lost in Your Eyes
Mike + The Mechanics - The Living Years
The Bangles - Eternal Flame
Roxette - The Look
Fine Young Cannibals - She Drives Me Crazy
Madonna - Like a Prayer
Bon Jovi - I'll Be There for You
Paula Abdul - Forever Your Girl
Michael Damian - Rock On
Bette Midler - Wind Beneath My Wings
New Kids on the Block - I'll Be Loving You (Forever)
Richard Marx - Satisfied
Milli Vanilli - Baby Don't Forget My Number
Fine Young Cannibals - Good Thing
Simply Red - If You Don't Know Me by Now
Martika - Toy Soldiers
Prince - Batdance
Richard Marx - Right Here Waiting
Paula Abdul - Cold Hearted
New Kids on the Block - Hangin' Tough
Gloria Estefan - Don't Wanna Lose You
Milli Vanilli - Girl I'm Gonna Miss You
Janet Jackson - Miss You Much
Roxette - Listen to Your Heart
Bad English - When I See You Smile
Milli Vanilli - Blame It on the Rain
Billy Joel - We Didn't Start the Fire
Phil Collins - Another Day in Paradise
